Club Name,links,Leadership,Teamwork,Community Service,Advocacy,Social Justice,Sustainability,Technology,Arts & Crafts,Performing Arts,Cultural Expression,Diversity & Inclusion,Mentorship,Career Growth,Networking,Entrepreneurship,Research,Fitness,Competitive Sports,Outdoor Activities,Wellness,Mental Health,Academic Focus,Debate & Discussion,Gaming,Social Events,Media & Film,Writing & Literature,Music,Dance,Fashion & Design,Food & Cooking,Language & Culture,Political Action,Fundraising,Tutoring & Teaching,DIY & Making,Faith & Spirituality,Professional Skills,Public Speaking,Problem Solving,Gaming & eSports,Robotics & AI,woman women,man men,lgbtq,White European Italian,Black African American,Native American,Asian,Hispanic,Native Hawaiian or Other Pacific Islander,Greek,Christian,Islam,Jewish Community and Judaism,Hindu,Buddhism,Muslim,Sikh,Aerospace Engineering,Agricultural Business,Agricultural Communication,Agricultural Science,Agricultural Systems Management,Animal Science,Anthropology and Geography,Architectural Engineering,Architecture,Art and Design,Biochemistry,Biological Sciences,Biomedical Engineering,BioResource and Agricultural Engineering,Business Administration,Chemistry,Child Development,City and Regional Planning,Civil Engineering,Communication Studies,Comparative Ethnic Studies,Computer Engineering,Computer Science,Construction Management,Dairy Science,Economics,Electrical Engineering,English,Environmental Earth and Soil Sciences,Environmental Engineering,Environmental Management and Protection,Food Science,Forest and Fire Sciences,General Engineering,Graphic Communication,History,Industrial Engineering,Industrial Technology and Packaging,Interdisciplinary Studies,Journalism,Kinesiology,Landscape Architecture,Liberal Arts and Engineering Studies,Liberal Studies,Manufacturing Engineering,Marine Sciences,Materials Engineering,Mathematics,Mechanical Engineering,Microbiology,Music,Nutrition,Philosophy,Physics,Plant Sciences,Political Science,Public Health,Psychology,"Recreation, Parks, and Tourism Administration",Sociology,Software Engineering,Spanish,Statistics,Theatre Arts,Wine and Viticulture,Description
The Nu-Alpha chapter of Kappa Sigma,https://now.calpoly.edu/organization/kappasigmaslo,0.24499215428243293,0.3206465830852976,0.22397199395125839,0.23644816334374322,0.12296894436384948,0.18438270605883222,0.17870674246264112,0.10804518527471521,0.13388601665115227,0.0924090137630975,0.17617614171644058,0.0842800009253579,0.22743332287306753,0.2515416356948461,0.2322858708823421,0.2955404603713334,0.22642144165364084,0.3641015669089589,0.04673996221002443,0.1435760301782409,0.09030901395569858,0.5642483610643617,0.16117716007990887,0.09575043847221636,0.32044233926463733,0.06344662329600596,0.14668840642084024,0.03823717638435137,0.21225211559100213,0.11921622576953751,0.08065762315011009,0.17648018489238979,0.0980050725057146,0.4372376025064852,0.24057239940502867,0.10758035854026493,0.2576995007297046,0.06987781527866163,0.19389707449933036,0.0995685760364722,0.15103740356115702,0.1321937744572486,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4090905992441176,0.2932549887989695,0.23628361481916144,0.3066184440887894,0.25353812173138096,0.30075015083345213,0.385322535871126,0.21143155453017137,0.15277714575864,0.06538162093814606,0.14936881507079658,0.12826557935100907,0.2955299860522723,0.21767351237079446,0.2162493432565218,0.21909419148550985,0.12157926911256087,0.38349770891099483,0.29574267444530306,0.16903314594633478,0.11114528033759208,0.15022281069173662,0.3410928521973768,0.03646839911051786,0.17634696896670696,0.16676329661088335,0.1786203303347844,0.20266368489314157,0.2094763241284101,0.2705694033683192,0.08947826448862829,0.3229431377342238,0.18540580187057137,0.11477048726887534,0.23018952467444942,0.2318831484550481,0.10008764982275786,0.1338376262896593,0.16865570767298294,0.2119064722638374,0.11503433763589072,0.0,0.2490193100927761,0.13033783894143894,0.20132526803648165,0.27838344320785396,0.133145058155832,0.21717184069955378,0.12050927182928398,0.1732301746434488,0.29578736171897163,0.15863674591169843,0.17612196735140276,0.216902055450566,0.20112133739366814,0.12715021524381928,0.18849708806793652,0.03823717638435137,0.2298148554707157,0.13947013555422375,0.19332878007352572,0.24087541761460718,0.24151178332892864,0.12536577065835533,0.24080748855180656,0.14320232058755875,0.3558413197310455,0.16289691976944412,0.17187942546362114,0.2639660401206928,0.15875145110941055,0.19431729024018377,"The Nu-Alpha chapter of Kappa Sigma Kappa Sigma is one of the largest collegiate fraternities in North America, exemplified by our 17,000 undergraduate members and 305 chapters. This Nu-Alpha Chapter at Cal Poly was established in 2014 with a goal of creating better gentlemen and leaders."
The Writers' Collective,https://now.calpoly.edu/organization/writerscollective,0.3976235928275712,0.9713870802122005,0.35734138969544693,0.48214805345043327,0.3648549264403633,0.3110204853399775,0.30626329090483917,0.5198777639785284,0.387867923304392,0.47595765181413413,0.26672493923567586,0.4464685790439721,0.2792867226641478,0.27973622759039674,0.5122673664061306,0.516427406056596,0.1878135425862176,0.2669396695952094,0.32179708379875205,0.21242751254117462,0.28680264043249964,0.2885413866388794,0.5567340833752523,0.16796487945851574,0.5323496507260717,0.47344950599924673,0.9847235562812026,0.29107117081273115,0.33766221923130657,0.24819734633696194,0.29806822398169924,0.3858592353150423,0.22969183770862678,0.41242386201658515,0.4755041852066527,0.410919543826065,0.3397154642516195,0.35543847200856027,0.43358724393149434,0.5861905110543204,0.13579882422979161,0.14889671445921152,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2833025587910629,0.16712661768992362,0.2778666640354444,0.15876270128018555,0.14509631184697244,0.19948299224131544,0.1472687190609157,0.13491688807858013,0.17916995575419264,0.27268591157417593,0.11751170078530576,0.17454322957396112,0.24477459361355675,0.2389735670650851,0.2079262906321111,0.2859752593098907,0.42214853628737786,0.18439907834347097,0.23057262295817488,0.09252261302062864,0.09279943983365015,0.20270876840971547,0.2796012006226172,0.3859594590819465,0.3174068920055641,0.20918991988362512,0.48197509124620325,0.23093646487531655,0.1575331183517085,0.24288111698354084,0.23446639607454672,0.20991544018205763,0.2699034832585158,0.13997853229813687,0.5136384573931322,0.22241446678060284,0.1543154515825039,0.23137242324964274,0.12400492492094736,0.16456576275930018,0.14162776614095687,0.6007674527621213,0.30663342324474707,0.166565965824424,0.14711785695053292,0.3285362014900049,0.5519935147735935,0.20876362123888148,0.2130640059078772,0.1421575541956243,0.23646409184710482,0.18256351296937015,0.08759673425526168,0.15578870255102628,0.2037107471315986,0.11947589480492693,0.3139633762751418,0.29107117081273115,0.10029490446630251,0.28026313757876,0.15571292918814383,0.17250682441279425,0.17094803685447627,0.17546877871608085,0.35096963329773256,0.2670409232547942,0.38191901993990285,0.2684726400079423,0.24788841655973254,0.2978268060838791,0.46317519363273907,0.20550354200509255,The Writers' Collective The Writers' Collective is a creative writing club that supports writers of all kinds. We have weekly workshops and give constructive feedback for each person who wishes to receive it. All experience levels and genres are welcome!
Theta Alpha chapter of Delta Gamma Fraternity,https://now.calpoly.edu/organization/delta-gamma,0.652362496225708,0.9236818712427924,0.5154145370027758,0.543108971203804,0.4876598861735927,0.45709588817611135,0.38634112224415595,0.4210932061640449,0.37694613290995793,0.4502377468601173,0.314582971192097,0.6530149239106594,0.401201464762902,0.3971689150544861,0.4326299225389325,0.49546073263449586,0.39486622150529394,0.47160729858920075,0.2442712378103083,0.39856582490387693,0.3719763453101509,0.6745382455798403,0.31421044806025455,0.2876513029113115,0.8798542036975396,0.23437150956158243,0.40737351549397566,0.2339974595209423,0.40328090941718475,0.24320941116383948,0.3407167321989333,0.393634589171338,0.4687995750037545,0.7655203708752509,0.5878828752463939,0.306750561464709,0.5042082922038128,0.4174539007538986,0.5264280322921361,0.5058016153798479,0.23336981956928976,0.3285386599656709,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41525886294547454,0.3649173857972516,0.30650952396330744,0.3240054709723112,0.3306105164916165,0.33007790381844243,0.3597541362977811,0.2707845284899988,0.22570906090858875,0.18646899707525,0.16205132628967803,0.13950868667805882,0.3385788457386143,0.32015645850053054,0.3321938802603154,0.379715750562772,0.2891616332215869,0.4688228922169069,0.29812895235936304,0.2337562895533571,0.1060587407283839,0.4647506420574845,0.39363224819438913,0.36472110401784985,0.34199878129359473,0.18974609762847522,0.40751899482639786,0.2390835852956047,0.19650538769740045,0.22220004642241498,0.1821339001944046,0.289335793507791,0.3555878245273134,0.1932875886622816,0.3795326517069131,0.16317322426798966,0.17428298204129045,0.27816975621970663,0.194055152097357,0.15374356351051938,0.24616636776555004,0.4476109733609739,0.5002489116455782,0.22282334618680416,0.23803564519036957,0.27070368499691533,0.2996941440277614,0.3246552512180016,0.16780860665663697,0.2091613839531592,0.3612575351794104,0.23211169190601147,0.18628591330163388,0.2615821812984208,0.32775291856624783,0.19318042608070263,0.37138988377216464,0.2339974595209423,0.358722039107773,0.325077465172546,0.24217901310037837,0.18084126761424157,0.3513901959608087,0.3318028888255883,0.5804881761249013,0.589412509526778,0.5576000836089348,0.2342428959359167,0.20796269010229623,0.27379149370135497,0.3579857310749769,0.25304850309949845,"Theta Alpha chapter of Delta Gamma Fraternity Our primary purpose is to foster high ideals of friendship, promote educaional & cultural interests, and develop the finest qualities of character"
Theta Tau,https://now.calpoly.edu/organization/theta-tau,0.42955464404084986,0.6787673321558425,0.2655605585542351,0.13360237791101218,0.0971105271551225,0.24325402633708737,0.411185804991946,0.25558784295591935,0.24550684535848152,0.14966474262713755,0.10156315861315686,0.358622990966196,0.22287665030418394,0.20591156234772495,0.2746760744137861,0.2517610257063747,0.19652036046350066,0.30559383751200636,0.1525889537648057,0.18478270975698186,0.19337819798583972,0.5275245681043822,0.20047370843116788,0.09665876311592471,0.4757052706352491,0.0037480607846256953,0.22126792311197113,0.0458729153931718,0.31149714277586493,0.22439172267887558,0.05837783569017815,0.15576648037350416,0.05796176560971571,0.30497134698575773,0.405834510419569,0.21272879087231938,0.250251794813355,0.3279443050223766,0.27828766570124835,0.29749840993977505,0.1574896706813571,0.26414690045230227,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35161308477838793,0.17756256797376013,0.1789045478218904,0.23667893548095698,0.10944384867459958,0.21711425979106877,0.24674970208002822,0.3507976475982496,0.14574612218392297,0.09209374031044407,0.11502952112835305,0.13049821872738107,0.2445826559562647,0.19049570026033974,0.4007851732764179,0.3330471087885699,0.2471483455515887,0.28749363792097726,0.2854962143430414,0.24753351504459414,0.1852199574963983,0.21490318991508212,0.36933698610275806,0.10835449836624503,0.23676255333345947,0.3488244404769808,0.1436611672296613,0.10863582258400177,0.2836050538345818,0.27399407981734547,0.23391326836900603,0.2866605644837935,0.19856208597499525,0.34463629490612985,0.20921309485502393,0.242239949824386,0.3252330431088826,0.23897005511226138,0.04628436901143986,0.11038953652708058,0.33963065897786426,0.2265227902115151,0.26408906529796883,0.34263076507456963,0.27303302163356297,0.34189192155914716,0.1660729241763333,0.13919004330384563,0.17622372363315184,0.34684820081840484,0.26176121553038056,0.32178303422901855,0.15426312205786719,0.355774806981084,0.24157527011945645,0.32365862247838995,0.2708575529205962,0.0458729153931718,0.1054559827723776,0.1669823167117211,0.284831774224837,0.15309584500971152,0.19806118962046518,0.16741187652293085,0.2900009111080306,0.2524306886385315,0.32247423793472735,0.22971939997411775,0.1610164617244812,0.1585818945152248,0.31967779074022795,0.1916819216084422,"Theta Tau Theta Tau is a professional co-ed engineering fraternity, and our group believes this is a much-needed organization on campus. We aspire to create an environment in which a diverse group of engineering students can establish lasting bonds with peers."
Thrift Cal Poly Club,https://now.calpoly.edu/organization/thriftcalpoly,0.33399370350559826,0.443417330365796,0.5687489286698932,0.42950660430381854,0.28098227257236696,0.6074952198480111,0.5149770867139027,0.7503412113281569,0.3166915082954431,0.45847384976597183,0.2573377124979039,0.44534243053778955,0.3144165263131772,0.339542591667226,0.6458535711638574,0.41448141398218685,0.34778777418530127,0.38315052282749495,0.44062354446783586,0.25053054274447045,0.2298467904504184,0.5100164399581693,0.3102565296130545,0.31669684314598817,0.5348316752013555,0.47521838020062346,0.2712649880132393,0.21173967187477036,0.36656516024301267,0.43866256831719935,0.3286644914446012,0.2923727364135356,0.3159354052122594,0.6283059189472602,0.4866127983104971,0.6567683683747003,0.41121723883072386,0.36442296179782696,0.2572420700406418,0.44386984500407206,0.24166459141789526,0.2970551131429873,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4079631928957441,0.2189541316792041,0.2845745692382443,0.24571109825199924,0.27910840573767604,0.22146291373343469,0.2987411334690918,0.29705547971937607,0.445953956773792,0.2696663174730395,0.39448684324179967,0.35139293222127466,0.2972309128443993,0.3837372634535595,0.35638596697603625,0.4222228654234464,0.4468323405074021,0.4102373527811999,0.27766219332956893,0.2204693124354598,0.33215675732535443,0.3714733183155951,0.5216939125375121,0.3201015672290675,0.3483069236166455,0.4384040599706318,0.26210894103699034,0.14455873335419037,0.3935371026678464,0.44256722465463727,0.19823782721685954,0.2858815907526995,0.41147868515739117,0.2660153116397293,0.25853273098229684,0.434949874618277,0.3551624530845771,0.36006923136663094,0.27513344232080045,0.3104267912387909,0.2855699239472269,0.3193108741905931,0.41567875922759157,0.3941331383456721,0.48700962846870555,0.33159146242484183,0.2630987366049558,0.3017124935905296,0.3586936577963215,0.3157501867606616,0.4041142658095213,0.3934012595523122,0.2934971179579576,0.3507591565098368,0.2638493929668861,0.3396060161722153,0.34945913378191296,0.21173967187477036,0.1487247916276482,0.28195077699373183,0.2766819870933672,0.3190440814230703,0.2941821778350943,0.24731395650931665,0.3627523713242775,0.5732676034438111,0.4210399754752106,0.312121408804319,0.2110208498214748,0.3051455234466464,0.30739043617524603,0.30766040293680463,"Thrift Cal Poly Club Thrift Cal Poly is a organization that provides a supportive, inclusive and close-knit community for sustainable innovators, crafters, thrifters, and more. We’re aiming to grow a new generation of climate conscious entrepreneurs that want to save Earth."
Tractor Pull Club,https://now.calpoly.edu/organization/tractorpull,0.20845275290324275,0.590355951977847,0.4137156375478578,0.18673232083630262,0.2762641069037653,0.36285462107560723,0.41875269011213895,0.33142612905416025,0.15257856515687182,0.20376601490300866,0.15101429149062295,0.282201623962941,0.16669809788796391,0.1769868526021284,0.41655018832785284,0.2731021736706146,0.35990345163971926,0.5357741229930121,0.5126221658094129,0.11049578650546121,0.13024980388032936,0.33112599095165096,0.11541676473980916,0.26147576966530905,0.3286688392723435,0.2574766930474684,0.0628959341734914,0.23637075900777774,0.3497438117159245,0.10494194779554067,0.1771037933472439,0.0,0.18138862828273722,0.4353809744155917,0.23768384992612407,0.39178745917977775,0.15783957220373857,0.11713027278666877,0.0,0.2986192309705399,0.20304864332932737,0.37141932395163957,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.33477868866302624,0.1412303510813108,0.12933563617304056,0.20370077040775852,0.14060088178237667,0.1801498835741631,0.3047883217763617,0.2583638166068519,0.4949666704162836,0.35261500687554576,0.4860708864046282,0.4957797935271604,0.24943525234341804,0.20026006292320847,0.16066467340851137,0.1758497791096691,0.16646643395761257,0.1341890420259996,0.16759541074765083,0.08388522527570154,0.3514064309807598,0.1307337472855986,0.21377639830677939,0.10118482739994927,0.24704745595913136,0.3622630745866948,0.02859559822080151,0.012776393245633767,0.28985789239947557,0.3241772705269287,0.20284070499140958,0.28705699458017514,0.18243584569641744,0.2121857492104876,0.05327140897234793,0.350463421177742,0.19692141286280845,0.24744056276633858,0.17113456326368015,0.3880714431125306,0.2769286980359007,0.1732455117299253,0.3835146379296531,0.31092394081397207,0.267789819756342,0.1838073692021755,0.13904987080589182,0.2619694991255681,0.2952820134180813,0.2329164045947475,0.20568679805974097,0.2667748598273739,0.16170527921658212,0.18553931657669376,0.18631587979279518,0.46528115131304304,0.0857854607098214,0.23637075900777774,0.05358962677516457,0.13314461265854624,0.3396266538401589,0.3097427658189316,0.18025742859376892,0.14746909488316826,0.13321274036740344,0.5170759595673002,0.22704964162195732,0.26677875627804165,0.11826417125978377,0.20075777091927427,0.10423540251018887,0.38188528189768167,"Tractor Pull Club The Cal Poly Tractor Pull Club is home to our infamous pull tractors, Mustang Legacy and Poly Thunder. Students have the opportunity to travel, perform maintenance on both Legacy and Thunder, and work together to put on our annual Poly Royal Tractor Pull"
Transgender & Queer Student Union,https://now.calpoly.edu/organization/tqsu,0.5013965093815971,0.7097213133045331,0.6234830625131929,0.7479020422893387,0.6627573723636735,0.5278002696531454,0.4661080460616046,0.406332309356242,0.5705457254350482,0.5223215021012024,0.46819388333945805,0.380138412906901,0.3224625139210945,0.400210603414122,0.46799330853416093,0.4997475226413832,0.49667334472704044,0.39353139581360846,0.2414342659894585,0.448098347283715,0.45735543227814507,0.5810667756166858,0.4640005147429094,0.3148602730700974,0.46853428248919243,0.4170069972445555,0.3783968216986831,0.2446779996438409,0.4502004293159514,0.35614806501013785,0.27882435985153053,0.3946461248831738,0.47108964507798484,0.6686755837476261,0.46414640320989253,0.43311746602835594,0.5999537710446803,0.2633611638434573,0.42365096217725906,0.5184858900602426,0.31350711421376276,0.39310495704365017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.572835067769887,0.47872871859833066,0.39018428062328053,0.4117600417747098,0.36976337715339064,0.5404256175764024,0.4272656383351337,0.2929683729181577,0.2077090359983172,0.1895786000785272,0.21382791322901973,0.2167303048114057,0.2828728721510272,0.4079780531927235,0.3228458967594287,0.4356307472779666,0.3659163400013481,0.4177000939229947,0.31511296790280385,0.29668161188680353,0.20263396715669416,0.356041411507015,0.4702678962954119,0.34947879027422935,0.4181100253565041,0.32572956052400714,0.5125542760928514,0.21912542166601506,0.3681497832584813,0.4453172780248023,0.25752921753649294,0.21094318026697118,0.36823289855970215,0.20924039177973702,0.40194492733037845,0.3715921041373238,0.27453218653125633,0.32104392856219155,0.20959249715438288,0.18756175726319552,0.27952418583955374,0.4177331759387207,0.46787628968578854,0.24066983926881555,0.2406266198129708,0.41966285828028543,0.36674172682818074,0.40673905395180515,0.2425353733872479,0.30946329009469636,0.519158205266882,0.24732613310875826,0.16225085683343873,0.2814287430808208,0.4138918435315682,0.335471890552244,0.36823897067594324,0.2446779996438409,0.26219680407153034,0.4294901924835878,0.28319469581777634,0.25080605120237554,0.4448898737795928,0.4451366688385157,0.4555398756914204,0.6625235824079544,0.6214775463342965,0.42828449307529015,0.30614749538032354,0.35246549267580535,0.4862892395544566,0.13180160214148923,"Transgender & Queer Student Union Through activism and community building, TQSU aims to create spaces for the betterment of LGBTQ+ life at Cal Poly."
TRIO Achievers,https://now.calpoly.edu/organization/trioachievers,0.4470162251994433,0.722572061251885,0.5522666787269698,0.7234792060713302,0.6187426244382089,0.4882745393788485,0.5993998174344195,0.4765744354519606,0.5111810249872258,0.1734430468438,0.3364405930046365,0.8175927028636466,0.4853754305994139,0.4446191842638781,0.6382688766278741,0.4509236956146587,0.42946925636495914,0.2664031941071925,0.2429037664731391,0.3930852777424969,0.4106013380883529,0.7338937362484961,0.22158878229526327,0.3303959262046464,0.4808080032002496,0.4923133939884412,0.36616387766386826,0.23699959631206285,0.2778049784207144,0.28636372886184647,0.2605305169797613,0.24988660268202728,0.22648485930869017,0.709596415588615,0.9250087578179587,0.36984119634220164,0.4914193899949673,0.5884991753580587,0.40090041906420215,0.7996345617008233,0.27508225964930455,0.3465037119950372,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3914630361694046,0.2782521180797617,0.08383675491657017,0.24115761698270327,0.27994213307363464,0.29360467203765234,0.28004045428018465,0.27670727797018185,0.3264523230424599,0.22886039115302503,0.2676096241160103,0.42949843040301083,0.20167140043954482,0.14189043390933082,0.33728058424748264,0.4467064024838332,0.36706508453144604,0.39513013780636685,0.2944092177450471,0.3283675258517125,0.2474398197191825,0.48432539365463917,0.38453229079411355,0.6035838920797633,0.3149290078241803,0.32977017283844773,0.34973347962465234,0.1059014278152532,0.47032807470859356,0.5063419387401245,0.2340764651369487,0.2865067326194993,0.3890529571281603,0.2832313508276139,0.3605266674153277,0.4045119215292666,0.2481177078675451,0.3005139378997946,0.22215308210441406,0.2368400987279592,0.25744618686612847,0.516113190201265,0.3198768452951186,0.26681464946163513,0.21950795374210602,0.39396529376689987,0.3868597003834209,0.27099117251491034,0.2115601760441209,0.3524631992743165,0.4042338024404313,0.3002302671605397,0.24165399487938616,0.27458374397317986,0.4051155448367557,0.2727166444217471,0.32017199133940955,0.23699959631206285,0.23354155480355035,0.3042370215083531,0.2687354452566293,0.24815354780482712,0.29008302959159865,0.38840225048769417,0.6712692548143157,0.48220872320568803,0.46515408672758285,0.5557410948354524,0.2846402909746592,0.4435102182723654,0.29840681536495883,0.15580543413100562,"TRIO Achievers TRIO Achievers program, also known as Student Support Services (SSS), is funded by a grant from the U.S. Department of Education and has been a part of Cal Poly services to students since 1984."
Turning Point USA at Cal Poly,https://now.calpoly.edu/organization/tpusa,0.3498604424017641,0.6018720968741944,0.49748004530918044,0.5419337430584096,0.2987730754602145,0.36909008762612994,0.35486816462239906,0.33074116868739,0.3936581050986945,0.2585460173911593,0.24337281601927652,0.4532334634598346,0.3622741735875955,0.45919355333378503,0.5415421828091791,0.4011258415886154,0.3143254418618074,0.3890889148671942,0.3692779564595845,0.24747854399598815,0.287243493522827,0.6841891382328357,0.3111789272490991,0.3873553350969894,0.426563718251981,0.2292244270326695,0.30970036443889126,0.14906477586737998,0.3825378219455616,0.18462513395274416,0.15532488013500517,0.26707446052129485,0.45818440547608136,0.7278870774593209,0.57495717409653,0.30736919562711895,0.47905115028838796,0.4116425230983291,0.35660718635261257,0.700181408202165,0.3076896925429863,0.49385191128972444,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4184609786219434,0.2648573909913363,0.17698942744510676,0.2050632383111121,0.2450180621018771,0.2328312831664664,0.18025271773468624,0.22374029984641855,0.3241522746374218,0.15179285366138828,0.2104073527078783,0.343572792559963,0.057281437604052084,0.24792268819878016,0.2435355288013,0.34636014470033466,0.23633424678860943,0.25322493602837093,0.15597657372097842,0.25866230174881133,0.235336924452038,0.3672573461088927,0.3073940587075997,0.44597105445216834,0.4165594537109958,0.2046519292585401,0.21061124955230343,0.14271267385392494,0.2932237892989254,0.3301245984838173,0.18721314649989604,0.16164770422290792,0.3663554261229537,0.20502230708364433,0.20181007478396815,0.19748334733430925,0.13411827928752934,0.19828260639065032,0.08191165822150721,0.07379817707010553,0.21459278470400675,0.26933393488115,0.4349214513098073,0.2855578367035108,0.25122495309020465,0.3185322904938825,0.26847927280196826,0.3109136772415184,0.25560714927197203,0.30667346078400864,0.3500182434249857,0.3479270101683192,0.05213871984200441,0.17865744341510856,0.2864752091413868,0.29852162549636696,0.18530922667898547,0.14906477586737998,0.05697477907454491,0.31429689958755713,0.30925827833836994,0.14510390062424391,0.31086587701190116,0.3133270906170722,0.3953013716078163,0.6301924192953696,0.2714129981570606,0.26181767267623957,0.20708992555563854,0.19995804477447854,0.298651318795166,0.12197237416094418,"Turning Point USA at Cal Poly TPUSA is a 501(c)3 non-profit organization whose mission is to identify, educate, train, and organize students to promote freedom."
Undergraduate Law Association,https://now.calpoly.edu/organization/ula,0.15769621913139045,0.039778441933940936,0.41191526617024754,0.6354736571623165,0.24010529500408628,0.1764299868840725,0.1024608852056593,0.28413801209285244,0.3648006158407473,0.07777555365241068,0.20080675894431388,0.39753426160778793,0.4152902568150971,0.22859343529045703,0.4088772154719264,0.40632086897041186,0.1945801509922084,0.3398185987459597,0.23018929989470027,0.15882523844375596,0.09738237559322663,0.6813980186589402,0.33280039114429905,0.10625297115182906,0.33887548218250946,0.30805201526115644,0.41869852551589304,0.1647674251539792,0.28882055773851334,0.3026341597507544,0.21389656720598033,0.264945974742602,0.21877069862692494,0.33074405348373226,0.7172771037505873,0.22908200041283358,0.28213007460373263,0.39873681793798005,0.2661770877064614,0.3510882043857551,0.22632179294266863,0.3517469265250497,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3732382401233576,0.25581064639762274,0.18721084505252977,0.21695942500624488,0.20971752956033263,0.23773904041334454,0.2677296146523927,0.3244789740841171,0.31643952716120227,0.19479973009975238,0.30861658057393637,0.22832306774793149,0.32489594177497294,0.2798569195806806,0.36052122253584173,0.35850765201615825,0.377890672320785,0.435408348784284,0.3476990642617033,0.26749196306504425,0.2132625947408729,0.4084474897175771,0.37535521846788916,0.2583059890472036,0.34605209410425536,0.3640671029497333,0.3767577514053557,0.21852806395662205,0.3743032673363116,0.5026726407976175,0.17301892537843983,0.31073979818866393,0.285333896393963,0.3110417433990059,0.44948392202200993,0.24104426041235352,0.2247775045136614,0.24659259508342543,0.2960316318849222,0.2629813682184634,0.26179147479108844,0.2602444842204488,0.33587576861072965,0.2585332240504247,0.21118276654035978,0.6214871761585442,0.33868596046326593,0.29366467394519263,0.21000378530615785,0.46006618597740034,0.5871268612913774,0.27948170651166293,0.24796979193380586,0.2710413375675249,0.30569021845688127,0.31506640898332905,0.2324007050216145,0.1647674251539792,0.14077113072123718,0.37033794414655063,0.29711734159485026,0.2972292035616765,0.44224381457394774,0.23066319178017403,0.37984248841224155,0.5826660041260466,0.42214383383016874,0.26619058032661896,0.2924940331021195,0.34242267457946435,0.31340419883768206,0.24404316889729305,Undergraduate Law Association Cal Poly Undergraduate Law Association provides resources and information about law school and careers in the legal field.
United Movement,https://now.calpoly.edu/organization/um,0.42129215422632055,0.5325586180112072,0.28620969915561073,0.5160942866722511,0.40499710948892564,0.36874823643860655,0.2714946755662441,0.14789106295525434,0.47568841846653487,0.5275199552887886,0.21799075126835904,0.18227530599139163,0.15083671886716865,0.1911897664667622,0.49490013988801346,0.3633181698311012,0.5335451637534151,0.20639078616961942,0.36802743038322255,0.25047505339843545,0.23891522795776904,0.2851322955594121,0.28485468152889015,0.1285855001391575,0.4410613823596596,0.4825863349103132,0.1950494085091706,0.42969714317515034,0.89490954373498,0.1133740109387369,0.13579206330886687,0.34493748200729846,0.4428708226953117,0.4337217193911206,0.10241557405603918,0.12595905313277794,0.29272015460138157,0.06318432434936402,0.37110472676157175,0.24617167749983287,0.019583397447730078,0.26401341248060467,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2807069467019294,0.40046886488739825,0.286807626178289,0.2961241301363864,0.34684350018522064,0.4107838250400048,0.28378994877482755,0.15935602678245514,0.1716929541405933,0.10020079702882846,0.09654025604698682,0.21341618518913488,0.04857253490104588,0.3334212010948159,0.1251300525525157,0.25833984134152405,0.15203059091610893,0.3003536326367327,0.171449081813788,0.1160785928966189,0.17592069197686375,0.2403605881181632,0.2016911672989667,0.23956438882347908,0.27639887647553685,0.07674413591674896,0.2807902063648445,0.1863194677653932,0.061406410186723964,0.12758634264065716,0.17753581100988164,0.06558682287451328,0.24293605523207695,0.09684385071235885,0.2703254626019524,0.11752836554569182,0.08135160212518368,0.24693491095211728,0.09516514128100442,0.1186885781759437,0.0347159999269129,0.12045285047490889,0.47036389526720956,0.13521490791606086,0.10444536028645901,0.2803144952526166,0.23985673032475915,0.5305202528026253,0.12894864191271976,0.11485266136124904,0.24944101108983718,0.18106653626716535,0.14115623643902228,0.1104172821498823,0.1314930521026311,0.20925684403696576,0.24591762049264046,0.42969714317515034,0.09560202329681877,0.3368162919285993,0.19953771873724,0.10169022222056674,0.2067489222717537,0.22335073458096955,0.26787602921095005,0.2302902497278677,0.46484880328485734,0.14234746187988656,0.24430460672416787,0.10656552196582256,0.3988019388682108,0.15764019294708062,United Movement United Movement is a non-audition dance club that fosters an inclusive and safe environment where people of all backgrounds and dance experiences are welcome to grow together as dancers and individuals.
