Club Name,White European Italian,Black African American,Native American,Asian,Hispanic,Native Hawaiian or Other Pacific Islander,woman women,man men,Greek,lgbtq,Christian,Islam,Judaism,Hinduism,Buddhism,Muslim,Sikh,Description
Future Math Educators Club,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.23144587763112653,0.3382113235899811,0.5902043195136586,0.3832626659562248,0.3191876830658946,0.3418038688859732,0.3372103263042414,"Future Math Educators Club The primary goal of the club is increasing communication, fostering social connections, and the creation and upkeep of a community among students, faculty, and staff at Cal Poly interested in the study of the teaching of mathematics."
"Gamma Phi Beta, Delta Theta Chapter",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.23699249593171284,0.3102528611695974,0.6381967741961962,0.29176397328641956,0.3759759735075725,0.2004856636780814,0.36647286629086784,"Gamma Phi Beta, Delta Theta Chapter Panhellenic Sorority"
Gender Equity Center (GEC),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.291332475346905,0.5160209332069762,0.6182533969114434,0.3139821902020991,0.2753676660189983,0.3881751428067163,0.3240376472759178,"Gender Equity Center (GEC) Founded by students the Gender Equity Center empowers feminine, transgender, womxn-of-center, other gender-expansive students, and their supporters through expansive and inclusive programing. Register for this quarter’s events in our profile."
Gender-Inclusive Gaming,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.259765910566023,0.3372057122669162,0.44624834699923416,0.16745714920934504,0.16366866940460775,0.3674666192304269,0.34406193337145796,Gender-Inclusive Gaming Gender-Inclusive Gaming is a social safe space that supports minorities who are interested in gaming of any variation as a leisure activity!
Genetics and Genomics Club,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.31488271508296806,0.46846319825657,0.6470491914969065,0.40773185584506333,0.18160312049995658,0.3808627647201975,0.2071879409968273,"Genetics and Genomics Club A resource group for students who are interested in learning about genetic counseling and the field of genetics. We facilitate discussions, host guests, and practice skills to help each other grow as individuals and as future professionals."
GenKEY Sound Collective,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25976166881486695,0.3934816606465574,0.585258885982143,0.25910480375347,0.19884623325461753,0.2671839868144341,0.3539263409135814,"GenKEY Sound Collective GenKEY is a collective of non-audition bands that focus on Japanese Rock, Pop, R&B, Funk, and Jazz. Each band aims to amplify Japanese culture through music both on-campus and off!"
Google Developer Student Clubs,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.18151001141590822,0.3410538753610096,0.3328401651892609,0.3296763977473151,0.2571638449532473,0.2912271953968646,0.3045637414367322,Google Developer Student Clubs Google Developer Student Clubs (GDSC) are university-based community groups for students interested in Google technologies and programming. There are GDSCs in over 110 countries around the world that include undergraduate and graduate students.
Graduate Student Association,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1620572442106503,0.17649072400478216,0.4370723314554862,0.3111170818555334,0.2124162649312353,0.25539944996064085,0.36126470020679446,Graduate Student Association The official representative body of graduate students at Cal Poly
Graduate Unified ARCE Club,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0946358488352338,0.14273940694036644,0.30642831989453634,0.18975334836183894,0.12444841015458043,0.095780656517373,0.049477897703843324,Graduate Unified ARCE Club This club is for Graduate Students pursuing a career in Structural Engineering with a goal of fostering a community of diverse students in a primarily undergraduate institution. Our club would help foster both professional and social skills.
GrowCrew,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.23542490143774963,0.4782180826554119,0.4539485765929346,0.40550967828131135,0.3764250100278438,0.32477174676012943,0.2662867708488885,"GrowCrew To promote the practice, awareness, and access to sustainable and innovative ideas for controlled environment agriculture."
Guardian Scholars,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3862845352246087,0.40417107012226416,0.5157654778742102,0.26559878495467304,0.22999691472434836,0.4010320586051155,0.47691901472171494,"Guardian Scholars Guardian Scholars, Office of Dean of Students"
Hack4Impact,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3882299689894405,0.5767235029644139,0.5909648270987877,0.33103200328314186,0.2627584140733915,0.4008832167231133,0.2675989224756321,"Hack4Impact We are a student-run 501(c)(3) organization that empowers engineers, designers, activists, and humanitarians to create lasting social change by developing projects for local nonprofits. We foster the wider adoption of software as a tool for social good."
Her Campus at Cal Poly,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1508048393181125,0.2079866433848272,0.36311583359258737,0.17961073816636602,0.20035701130304,0.1807629842428197,0.23505221420085198,"Her Campus at Cal Poly We are an online magazine catered to collegiate women but open to all. Joining our magazine is a great way to get real experience in the editorial, media, journalism, marketing, and event planning industry."
Hiking and Backpacking Club,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3024006594940355,0.36506837059961283,0.33058923577393273,0.23549952848098588,0.18728307538178507,0.29683012063784286,0.1963760709362524,Hiking and Backpacking Club We are focused on uniting students from diverse backgrounds through the common love for the outdoors. We do weekly hikes and quarterly backpacking trips.
Hillel of San Luis Obispo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.33019920581979206,0.3221984592591528,0.8430302756684034,0.28642922828023676,0.2951421409976881,0.33535824228115196,0.36823583045517067,"Hillel of San Luis Obispo San Luis Obispo Hillel is the center-point of Jewish life at Cal Poly and San Luis Obispo Community. We provide a welcoming and supportive environment, so our students can be proud of and engaged with their Judaism."
Hindu YUVA,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5178324089342674,0.7054874022598655,0.8871154839075092,1.0,0.7770507965681274,0.6569148790201761,0.6392694421056131,"Hindu YUVA Hindu YUVA (Youth for Unity, Virtues, and Action) holds meetings and conducts events where we have yoga, discussions, games, celebrate festivals, volunteer with the community, guest lectures about Hinduism, and much more. Everyone is welcome to join!"
Horticulture Club,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2334135650405866,0.4526363740239112,0.5685688276274197,0.3570590992516822,0.35175584219659417,0.23701187767969367,0.18382152448899813,"Horticulture Club The purpose of this organization is to allow students interested in horticulture to socialize, learn about plants, grow plants in hands-on settings, and network with industry."
Hui O Hawai'i,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.24195085425012147,0.5708274480507377,0.34212210411914246,0.4112384761376303,0.4839953833384064,0.4916357827306921,0.4229920086260548,Hui O Hawai'i Cal Poly Hui ‘O Hawai'i provides a home away from home for students from Hawai'i and a community for all those who are interested in the culture of Hawai'i. We seek to spread aloha through cultural and social events.
Human Resource Management Club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08373465876156838,0.24977270362755394,0.41693104555017535,0.28762376094841935,0.2237439967742089,0.15087022004778264,0.15041373222180932,"Human Resource Management Club The Human Resources & Management Association is open to all majors with a focus on professional development. We want to offer the students at Cal Poly a place to grow and learn about business, Human Resources, and management."
Hummus Club,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3158398830241959,0.37805717489579194,0.48359486110689287,0.20339596730292892,0.23188797138746564,0.33285058044154986,0.24338912982832978,"Hummus Club A club for anyone who loves hummus and wants to see if they can enjoy it even more with fellow hummus friends on campus. Kick back, dip a chip, and have a good time. We hummus now."
Ignite Consulting Junior Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.033316921529569,0.23668221974782827,0.21280251247907844,0.11963399115725075,0.09037888255002463,0.12388628034455539,0.06991229116495566,Ignite Consulting Junior Enterprise Junior Enterprises aims to provide students of higher education with a unique learn by doing experience through managing and working with consulting firms/businesses.
Imagen y Espiritu Ballet Folklorico de Cal Poly,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.16586928171827892,0.36012817354494603,0.49192969524042496,0.43906228470314346,0.41118313766839654,0.30409308210513825,0.45926949483480606,Imagen y Espiritu Ballet Folklorico de Cal Poly Imagen y Espiritu Ballet Folklorico de Cal Poly is a student-led dance club participating in showcasing Mexican regional dances at various Cal Poly and local community events.
Indian Students Association,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2796203784472967,0.7207891968801634,0.7285219402760871,0.5880542686007878,0.4333713852178671,0.6582094481789958,0.6072618070949689,Indian Students Association ISA is a cultural club open to all South Asian students. We aim to provide a diverse and inclusive environment for all of our members.
Industrial Designers Society of America at Cal Poly,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.23597014682902484,0.39734728788354623,0.7504466036631564,0.38265196137674995,0.2952870195534043,0.3380673038334342,0.3283037588931838,"Industrial Designers Society of America at Cal Poly Student Chapter of the Industrial Designers Society of America. Our mission is to create a space where students can gain design experience, build professional networks, and build technical skills."
Industrial Technology Society,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.08756118788238423,0.4532234952962182,0.475874898111126,0.30631541244748794,0.12804693532802158,0.252109898103558,0.265061026705119,Industrial Technology Society ITS provides operations focused ITP students with networking opportunities with industry professionals
Information Systems Association,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1575730353048288,0.6579560845889024,0.5711800065504389,0.33848209441898447,0.2315980584507514,0.45640902557113283,0.2885964372428673,Information Systems Association Information Systems Association(ISA) is a professional networking club under OCOB that helps connect companies and students for jobs and internship opportunities.
Institute of Industrial and Systems Engineers,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.027262294442064558,0.20601966830010746,0.4460468266079152,0.23521837201082485,0.049319240572763615,0.09103806800033265,0.2384617411812714,"Institute of Industrial and Systems Engineers IISE is dedicated to the professional development, education, and involvement of all our members. Some of our events include info sessions with top industry representatives, socials, career fairs, and workshops. We welcome everyone whos interested!"
Institute of Transportation Engineers (ITE),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1516306809020665,0.3066429371703971,0.4640047970882561,0.32302696087666805,0.13857298180630107,0.1950692160894383,0.17650044283145574,Institute of Transportation Engineers (ITE) ITE is an organization dedicated to connecting and educating transportation professionals.
International Student Friendship,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.32339767601295694,0.45487852680006746,0.6128406002434662,0.4004113324217423,0.34717346216500156,0.42241979428477816,0.3029246467510858,"International Student Friendship The ISF club's goal is to build lasting friendships among international students, scholars and American friends by caring for and fostering their unique interests: physical, social, emotional, and spiritual."
InterVarsity Christian Fellowship San Luis Obispo,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7229429951186525,0.592573511399429,0.855805043181182,0.4863023168163051,0.47200556285867523,0.4891774191054471,0.4152930169527334,"InterVarsity Christian Fellowship San Luis Obispo InterVarsity SLO is a community of Christ-followers that invites students and faculty from every cultural, spiritual, and ethnic background to be curious about who Jesus is and to experience God’s love as a family."
Iranian Student Cultural Organization,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.35558582526677074,0.7764292929495292,0.7899533671143347,0.5315196923850144,0.5001657364189518,0.6443754693534077,0.38912314341531906,"Iranian Student Cultural Organization ISCO is a non-political, non-religious student organization whose main objective is to host Iranian social activities & events to promote an understanding of the culture while creating a safe environment to foster friendships"
Italian Cultural Association,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.19501755077407235,0.3182823186468273,0.4990166461589228,0.21107707298338396,0.17489555631940243,0.25596915845761087,0.21594956379885422,"Italian Cultural Association The Italian Cultural Association provides a space for students with Italian heritage, or those simply interested in Italian culture, to come together and build community. The ICA hosts regular meetings as well as events throughout the year!"
iter8 at Cal Poly,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.15782852617706544,0.20391085577477996,0.41789230192105165,0.2766548149599548,0.22672506426867658,0.21521272513814715,0.1838649598859355,"iter8 at Cal Poly We are Cal Poly's first product design agency for students to gain hands-on Product Design experience. We create a positive space for students to collaborate in teams, design user experience solutions for startups, and develop their portfolios."
Japanese Student Association,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2543533863342421,0.5190347966138905,0.8924482306017129,0.6503227365296331,0.4646815149071587,0.45670768443403653,0.513031606374677,Japanese Student Association Japanese Student Association (JSA) is a social and cultural club dedicated to sharing and celebrating Japanese culture.
Journalists of Color @ Cal Poly,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2671450026834985,0.3091041654605953,0.42593776754807555,0.27333656269895695,0.2662802732082068,0.33308998115133825,0.38156126970617077,Journalists of Color @ Cal Poly A safe space for journalists of color at Cal Poly To embrace and encourage diversity in each one’s culture in the field of journalism Learn about how to approach a story that contains diverse topics Approach diversity in a holistically and respectfully
"Kappa Alpha Theta, Zeta Theta",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.24270347276023285,0.4217886183804301,0.6529032808833077,0.37489362212849525,0.361710013137175,0.2815602877879032,0.35288691393915084,"Kappa Alpha Theta, Zeta Theta Theta teaches us the importance of aspiring to something higher and envelops us in a sisterhood that is loyal and loving."
Kappa Kappa Gamma,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.12372114390176871,0.10770357988677873,0.40555995990934457,0.33162030884867577,0.23924241825436557,0.08683007745489159,0.3549802408380518,"Kappa Kappa Gamma Panhellenic chapter at Cal Poly that falls under Fraternity & Sorority Life. Kappa Kappa Gamma offers a member experience ranging from friendship to mentoring, from leadership to service, and from campus activities to a lifetime of community involvement."
Kappa Kappa Psi - Iota Pi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.16107456045693289,0.31306109258385995,0.47940903221781606,0.3161966339422423,0.4106813023484889,0.13712731545939905,0.4294629175386794,Kappa Kappa Psi - Iota Pi Kappa Kappa Psi operates primarily as a student service and leadership recognition society whose chief aim is to assist the Director of Bands in developing the leadership and enthusiasm that is required of their band.
"Kappa Pi Associate Chapter of Pi Kappa Phi Fraternity, located at Cal Poly",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.14201786521098061,0.19927329511486194,0.4272842521048825,0.26855855995413574,0.2965264538445223,0.08072120125498015,0.35094694294837003,"Kappa Pi Associate Chapter of Pi Kappa Phi Fraternity, located at Cal Poly Pi Kappa Phi is a national men's fraternity founded on leadership in 1904 at the College of Charleston. We are now 120,000 strong, & on more than 180 campuses."
Kesem at Cal Poly,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3268929287221858,0.36179628933939806,0.6414619463011774,0.3888686297599765,0.34785574316118706,0.3819656572953626,0.42562864477446916,"Kesem at Cal Poly Kesem is a national nonprofit organization dedicated to supporting children through and beyond a parent's cancer, by hosting a week-long summer camp and fostering a year-round community."
Kaja Krew,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2716541831888679,0.4792980962011758,0.6376049363056018,0.38420061012774087,0.39567244494730125,0.4000805570990752,0.4469900350981173,"Kaja Krew A dance club specializing in K-pop, we are an all levels and experience welcome, inclusive community that consistently performs and records covers."
Lambda Chi Alpha - Phi Sigma Zeta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.25722367112093664,0.28945667310564827,0.57194031712989,0.23244268527287393,0.2604436684691691,0.17885087537414196,0.20679523536805988,Lambda Chi Alpha - Phi Sigma Zeta on-campus fraternity
Lambda Pi Eta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3303124518682526,0.5469685826424934,0.46287705450244165,0.49186652960237864,0.41304763910641396,0.46068773168175725,0.3364118209981568,Lambda Pi Eta Lambda Pi Eta is a Communication Studies honor society.
Lambda Sigma Gamma,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3383806108634158,0.5761424057160802,0.7975672753868494,0.49238280012515534,0.36266205366696724,0.4730793163553756,0.38190663488898097,"Lambda Sigma Gamma Lambda Sigma Gamma is a multicultural sorority that strives on the diversity of its members. We are an organization that focuses of on our five pillars: Professionalism, Academics,Philanthropy, Sisterhood, & Multiculturalism."
"Lambda Theta Phi Latin Fraternity, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.30849154049281385,0.36884899830567414,0.5991661734684246,0.43451223786292104,0.29185809721371864,0.23237848282690643,0.3498981063501712,"Lambda Theta Phi Latin Fraternity, Inc. Lambda Theta Phi Latin Fraternity, Inc. was founded at Kean College in Union, New Jersey on December 1, 1975. We strive for academic success, and uphold our core values of Unity, Respect, Brotherhood, Culture, and Pride."
Latine/x Center For Academic Success and Student Achievement (LaCASA),1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.32346376523258247,0.4003288205195942,0.42782234027969884,0.43780910290344255,0.26758862123018307,0.37943367370321246,0.24156055201552323,"Latine/x Center For Academic Success and Student Achievement (LaCASA) Nurturing the Latine/x community and their intersectional experiences through transformational programming such as cultural celebrations, educational opportunities, and events centering comunidad. Register for this quarter’s events in our profile."
Latinos in Agriculture,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3063789742689404,0.5428430381142484,0.5736064926504569,0.3863099785350924,0.26222925738741526,0.5278262997824554,0.25023187331676805,"Latinos in Agriculture Latinos in Agriculture (LIA) is a professional and cultural organization dedicated to providing a home away from home for underrepresented students in the College of Agriculture, Food, and Environmental Sciences (CAFES)."
Latinx Business Student Association,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.1766569069901895,0.3068097169717342,0.4305943086701378,0.24690886629728528,0.17851441019939318,0.24798909532970811,0.1977295372094416,Latinx Business Student Association Latinx Business Student Association
Latinx Cultural Association,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25069444681133884,0.3081875466568256,0.36784868978911367,0.2652717895886406,0.18571866097283685,0.2813573836369211,0.15900502897507765,"Latinx Cultural Association LCA strives to create a fun social environment to learn, share and experience Latinx culture and practices. We aspire to promote a welcoming community open to everyone and give the opportunity to appreciate the various heritages of the Latinx community."
Learn by Doing Good Awards,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2730139443153357,0.17328095978729113,0.39590239682032835,0.167457532993073,0.12039552118404775,0.17825516220839843,0.26792800558964747,"Learn by Doing Good Awards The Learn by Doing Good Awards honor students, faculty, staff, and organizations who participate in service to the campus and community. It combines the Community Service Awards and LEAD Awards into a new event for 2024."
Letters of Love,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2679364437899681,0.3802793765466785,0.4589767853434343,0.17954497449861795,0.1878892227423908,0.20028716314337897,0.1596574775880798,Letters of Love A club where students can come together to have the opportunity to make letters of encouragement to children and families of those who are in local hospitals.
Liberal Arts and Engineering Studies,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2843802078846168,0.22393465619610242,0.3199884423335651,0.208741022135622,0.34526309615238615,0.30501112378894457,0.32637049487925074,Liberal Arts and Engineering Studies Liberal Arts and Engineering Studies
Life Skills Program,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22297064735566124,0.3359913049569565,0.3767253223710618,0.18758836038845797,0.20500512363265505,0.23098127754393205,0.13376231087387044,"Life Skills Program The Life Skills Program in the Office of the Dean of Students empowers students to build essential life skills to thrive academically, personally and professionally."
Los Lecheros Dairy Club,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.20914378250210724,0.262306286524963,0.4524985327181284,0.36384502357176396,0.18589052976589787,0.18419359460318976,0.1822620489542902,Los Lecheros Dairy Club Los Lecheros Dairy Club was formed for all those passionate about sharing a common interest in the field of dairy science.
Marine Sciences,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3323041841603658,0.36061265152803645,0.49947360082873726,0.23840839398744407,0.20149699010807476,0.27470743202272146,0.11757445138666803,"Marine Sciences The Marine Sciences Club works to unite students across all disciplines who have a passion for marine sciences. We aim to build community, offer members connections to opportunities, and have fun!"
Mat Pica Pi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.20896989558301354,0.3253716829699875,0.27212076099189075,0.37815480691212633,0.23830576547114718,0.2994308069124482,0.24627155240954707,"Mat Pica Pi Mat Pica Pi is Graphic Communication's social and professional development club. We aim to connect all generations of GrC, as well as connect our students with professional career opportunities."
Math Club,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.16177158217293244,0.40643765059196396,0.48950568812851997,0.2820841103209353,0.19213977283647585,0.3110857182975498,0.22920053133817836,Math Club The purpose of Math Club is to provide a safe and inclusive area for people who have a passion for math to make connections. The goal is to bring people together for events throughout the year as well as offer great opportunities to get involved.
MBA Student Association,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.03604733426091268,0.3729983211487316,0.4030012501651975,0.27007357529478543,0.19644283605051394,0.30319125492303056,0.2627703073001108,MBA Student Association The purpose of this organization is to create opportunities for Cal Poly MBA students to further their educational and professional development and be a resource for students to connect to professionals within the business world.
Mechanical Contractors Association of America,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.16127080675345498,0.11989183146494176,0.13438671722051257,0.21981476434143968,0.0,0.10757814825654406,0.11401235722978073,"Mechanical Contractors Association of America MCAA competes in several mechanical competitions, fundraises with industry, and travels to conferences. Our Team simulates proposals of a mechanical and plumbing contractor and provides a unique and informative understanding of specialty contracting."
Men and Masculinities Program (MnM),0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3698783622501761,0.38675822814664407,0.5197888591647453,0.20531779921012192,0.14717543984753587,0.4032185925171746,0.3036280630104149,"Men and Masculinities Program (MnM) Collaborating to develop healthy masculinities we create educational events and spaces for men of color and marginalized masculine identities to discuss gender identity, expression, and intersectionality. Register for this quarter’s events in our profile"
Men's Club Basketball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11214700148433925,0.22566989288152414,0.5187884971668122,0.19095135834319307,0.18869324223995126,0.17076115976312897,0.21896547507552272,Men's Club Basketball Cal Poly Club Basketball is an intermediate level of competition between the D1 and intramural leagues. This club allows players to continue their love for the game and competitive nature to continue past high school.
Men's Health & Wellbeing Club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27574097981665335,0.5203496641952049,0.564559368071454,0.4319456783672788,0.42656083351150975,0.4062077303333348,0.35591782766403135,"Men's Health & Wellbeing Club The Men’s Health & Wellbeing Club aims to educate, support, and unite young college men who are seeking to improve their lives in a holistic way. We provide resources, tools, and community to promote a healthy physical, mental, and social lifestyle."
Men's Soccer Club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16934226834372654,0.30327947312449405,0.5312526195598729,0.2566850822381076,0.13861897623530053,0.24475044711767036,0.26127826970057794,"Men's Soccer Club The Cal Poly Men's Soccer Club has grown into one of the top college club soccer programs in the Nation. Fielding 2 full squads, we regularly compete with the best teams in the state as well as the country in leage, regional, and national matches."
Men's Volleyball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23058320993486286,0.3005780576032094,0.6073978915467326,0.11911326060236274,0.16494796899697595,0.21670546225329476,0.20224543958943772,Men's Volleyball A competitive men's volleyball program that plays matches and tournaments in the Northern California Collegiate Volleyball League. We field 2 teams that both play in the National Championships put on by the National Collegiate Volleyball Federation.
Men's Water Polo Club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.051920626362102804,0.26168469291363383,0.2870130142771657,0.004438970525502739,0.11452110933602308,0.18112273914613933,0.16956911267860098,"Men's Water Polo Club Men's water polo completes within the Collegiate Water Polo Association against other schools around the nation. If qualified, the team competes in the CWPA national championships at the end of the season."
Mercy College Movement,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5954832739044509,0.48871787354164387,0.6696963075389969,0.3723190380639958,0.3557759007280761,0.3712076697379032,0.3037610663325416,"Mercy College Movement MCM is a club through a local church called Mercy Church that provides services on campus on Sunday nights, and organizes meetings to proclaim the name of Jesus on Cal Poly's campus!"
MESS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16848590107843228,0.13770293258053296,0.21927611905381458,0.06015047020251965,0.013165256029086289,0.07344211583088386,0.08668352802117014,"MESS The Materials Engineering Student Society hosts events for MATE students and offers opportunities to collaborate, study, socialize, and gain information about career options and research."
Military Science Club,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.27223929606534913,0.38846113406119936,0.5213007135709824,0.31594904691846787,0.20465019259712652,0.27560812391111056,0.3100855579693441,"Military Science Club MSC is a social group where CP students and ROTC cadets can come together for friendly gatherings, compete in entertaining games, participate in volunteer events, and have many opportunities to relax and have some fun!"
Minna No Anime,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.23071016392987473,0.44193248478415825,0.5327383542966528,0.5019587856282716,0.3086875003380272,0.30160731820082,0.1499498325302078,"Minna No Anime Minna no Anime is a group formed to promote, discuss, and appreciate Japanese animation."
Minorities in Physics,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3309979487090436,0.4060892519944562,0.6826325868733476,0.3630205165663851,0.25743425375886125,0.4934201579966677,0.42993688459005996,"Minorities in Physics We provide a space for underrepresented identities in physics to connect with one another, talk about common issues/struggles, and ultimately create a supportive and positive community."
Movimiento Estudiantil Xicano de Aztlan (MEXA),0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3548910736961846,0.5239142836654859,0.6067838576830984,0.3151461364701443,0.3241016852679526,0.4937075335723069,0.26908502528315165,Movimiento Estudiantil Xicano de Aztlan (MEXA) We are a social and politically conscious club that aims to empower our Latinx students.
MultiCultural Center (MCC),0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.30329658948528854,0.36385399092279064,0.44870279148836967,0.32298605883511544,0.29539443511429747,0.40695443321053126,0.4766905141979916,"MultiCultural Center (MCC) The original cultural center at Cal Poly, the center continues to evolve as it serves all communities. We facilitate programs, events and resources to ensure all students develop their sense of belonging. Register for this quarter’s events in our profile"
Music Appreciation Club,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.38019733621510365,0.35912216154138743,0.5266003961455838,0.23899446662946988,0.20292580405829155,0.2634032288867756,0.2829352965036982,"Music Appreciation Club We are a club that gets together weekly to listen to and share music. Any and all genres, styles, and forms are appreciated! Email us at cpmusicappreciation@gmail.com for more information"
Music Production Union,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.32948594478961574,0.4585819475199743,0.7220874393284076,0.3237090143401139,0.28123652659136034,0.30896893181676666,0.3346562146522051,"Music Production Union We are a club that promotes music, musicians, and creativity! We have workshops, showcases, jam sessions, social gatherings, and concerts!"
Muslim Students Association,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4269316319026757,0.9999999999999999,0.7612465534267085,0.527652571243983,0.40286928752714124,1.0,0.6521655465886633,"Muslim Students Association The MSA is a space for students to gather to learn and grow in the Muslim faith, and it provides resources and support for Muslim students on campus."
