tablescraper-selected-row href,Club Name,Description Excerpt
https://now.calpoly.edu/organization/mustangsurfclub,Mustang Surf Club,Mustang Surf Club is an interest-based social group looking to foster a community of surfers at Cal Poly through social events.  We are open to all surfing skill levels and to those who wish to cultivate a surfing lifestyle with their fellow Mustangs.
https://now.calpoly.edu/organization/recovery,Mustangs for Recovery,"Mustangs for Recovery exists to offer a safe and sober-friendly environment for students in recovery, seeking recovery, or those affected by the addiction of a friend or family member."
https://now.calpoly.edu/organization/mufi,Mustangs United for Israel,"Mustangs United For Israel (MUFI) is the pro-Israel pro-peace coalition with the mission of promoting open bipartisan dialogue, advocating for the Jewish Democratic State of Israel"
https://now.calpoly.edu/organization/namla,National Association of Minority Landscape Architects,NAMLA’s purpose is to increase minority representation at all levels of Landscape Architecture practice and academia.
https://now.calpoly.edu/organization/neca,National Electrical Contractors Association,"Cal Poly National Electrical Contractors Association, student chapter."
https://now.calpoly.edu/organization/nmdp-calpoly,National Marrow Donor Program,"At NMDP℠, we believe each of us holds the key to curing blood cancers and disorders. As a global nonprofit leader in cell therapy, NMDP creates essential connections between researchers and supporters to inspire action."
https://now.calpoly.edu/organization/nsbe,National Society of Black Engineers,"NSBE's mission is to increase the number of culturally responsible Black engineers who excel academically, succeed professionally, and positively impact the community."
https://now.calpoly.edu/organization/naicccommunity,Native American and Indigenous Cultural Center (NAICC),"Aiming to create a pan-indigenous space, we recognize the vast diversity within the Indigenous community by providing a nurturing environment, educational programming, and a place to empower growth. Register for this quarter’s events in our profile."
https://now.calpoly.edu/organization/net-impact,Net Impact,Net Impact is a community dedicated to empowering students with opportunities to learn about and engage with the power of sustainable business as an agent for change.
https://now.calpoly.edu/organization/orientation,New Student & Transition Programs,"Cal Poly Orientation is a tradition that has helped welcome new Mustangs to campus, connect students, parents and supporters and community members to Cal Poly, and build life-long relationships for over 60 years."
https://now.calpoly.edu/organization/ncc,Newman Catholic Club,We serve the students of Cal Poly through hosting weekly and quarterly events.
https://now.calpoly.edu/organization/cpslonsu,Nikkei Student Union,NSU is an inclusive Japanese/Japanese American cultural and social club that aims to promote awareness of Japanese and Japanese American culture and engage members in the community.
https://now.calpoly.edu/organization/nice,Nuclear is Clean Energy,"We aim to educate club members, Cal Poly students, and members of the community about reactors, waste, and tech. Through events, public outreach, and talks we will engage with members of the public about the use of nuclear power in energy infrastructure."
https://now.calpoly.edu/organization/nutrition,Nutrition Club,"Nutrition Club is a place for foodies and those with an interest in health and nutrition to meet, make connections, and learn more about jobs and opportunities in food and nutrition-related fields."
https://now.calpoly.edu/organization/chi-omega,Omicron Mu Chapter of the Chi Omega Fraternity,"An Inclusive, Genuine, and Supportive Sisterhood that Celebrates Individuality and Advocates for Positive Change."
https://now.calpoly.edu/organization/cponehealthclub,One Health Club,"One Health is an integrative approach to solving complex global health issues connecting people, animals, and our shared environment."
https://now.calpoly.edu/organization/order-omega,Order of Omega,Order of Omega is an international honors society that initiates the top 3% of Greek scholars and leaders on college campuses across the U.S. and Canada.
https://now.calpoly.edu/organization/ocf,Orthodox Christian Fellowship,Orthodox Christian Fellowship (OCF) is the official collegiate campus ministry program under the Assembly of Canonical Orthodox Bishops of the United States of America.
https://now.calpoly.edu/organization/ostem,"Out in Science, Technology, Engineering, and Mathematics (oSTEM)","oSTEM provides a space for LGBTQ+ persons pursuing STEM degrees to connect and thrive through outreach events, professional development, and community building among individuals who are passionate about the intersection of the queer experience and STEM."
https://now.calpoly.edu/organization/pfp,Parent and Family Programs,"Parent and Family Programs provides support, resources and exciting programming for the proud parents, family members and supporters of Cal Poly students."
https://now.calpoly.edu/organization/penguins,Penguins Motorcycle Club,"Motorcycle riding club, both dirt and street"
https://now.calpoly.edu/organization/pat,Phi Alpha Theta at Cal Poly,Phi Alpha Theta is a professional society for students interested in history. We promote the interest in history and connect students and faculty together through academic and social events.
https://now.calpoly.edu/organization/phideltcalpoly,Phi Delta Theta Fraternity - California Nu Chapter,"Phi Delta Theta is the pinnacle of fraternal and professional societies, centered on the potential of each brother, the unquenchable thirst for personal development and the lifelong values of friendship, sound learning and rectitude."
https://now.calpoly.edu/organization/fiji,Phi Gamma Delta,Phi Gamma Delta
https://now.calpoly.edu/organization/phikappapsi,Phi Kappa Psi California Eta,Social Fraternity -Group of gentlemen banded together based on similar ideals and values. -Fraternity created in 1852 based on the great joy of serving others.
https://now.calpoly.edu/organization/philosophy-club,Philosophy Club,"Come to Philosophy Club, where we share our philosophical research and discuss contemporary and historical philosophy, politics, and ideas. Open to all majors and all people with an open mind and a love of discussion."
https://now.calpoly.edu/organization/pax,Pi Alpha Xi,To promote the learning and love of horticulture and crop science through plants.
https://now.calpoly.edu/organization/pcecpslo,Pilipino Cultural Exchange,"The Pilipino Cultural Exchange (PCE) prides itself on providing a ""home away from home"" to anyone who seeks it. You do NOT need to be Filipino to join! All are welcome."
https://now.calpoly.edu/organization/ppga-cpslo,Planned Parenthood Generation Action,"Planned Parenthood Generation Action is the college affiliate of the Planned Parenthood Action Fund. We strive to create an organization that advocates for reproductive justice, freedom, and awareness. Come to build community and spread awareness!"
https://now.calpoly.edu/organization/plantfuturesclub,Plant Futures Club,"Plant Futures is a place for students interested in learning more about plant-centric food systems and developing their personal and professional network in this industry. We are affiliated with the non-profit organization, Plant Futures Initiative."
https://now.calpoly.edu/organization/pppclubcp,"Plants, Peaks, Pals","Plants, Peaks and Pals is a club dedicated to helping fellow students learn more about the natural world around them including topics such as geology, botany, and ecology by inviting you and friends on hikes exploring the natural landscape of SLO county."
https://now.calpoly.edu/organization/pokemonclub,Pokémon TCG & VG Club,"A safe and welcoming space to learn and play the Pokémon TCG(Trading Card Game) &amp; VG(Video Game), and collect cards with friends! Also including in-house tournaments to express your competitive spirit and win some prizes!"
https://now.calpoly.edu/organization/psc,Political Science Club,The Political Science Club provides students with the opportunity to learn more about politics and government and to meet faculty and other students.
https://now.calpoly.edu/organization/pcdc,Poly Child Development Club,"We are a club dedicated to serving children, each other, and the broader community by learning, volunteering, and going beyond the classroom."
https://now.calpoly.edu/organization/poly-pack,Poly Pack,"Poly Pack aims to connect students in the packaging concentration with peers, professors, alumni, and professionals and offer insight on career development within the packaging industry."
https://now.calpoly.edu/organization/calpolypups,Poly Pups,Poly Pups is a volunteer puppy raising club for the non-profit organization Guide Dogs for the Blind. Poly Pups helps socialize and train future guide dogs for the blind and visually impared.
https://now.calpoly.edu/organization/polycongaming,PolyCon Tabletop Gaming,"PolyCon Tabletop Gaming hosts weekly gaming events where members play board games, card games, and tabletop RPGs. We also run one gaming convention each quarter, with fall and winter being one day events and spring being a whole weekend."
https://now.calpoly.edu/organization/polygoats,PolyGoats Four-Wheel Drive Club,A four-wheel drive club for members interested in off-road vehicles. Members also help each other work on their cars.
https://now.calpoly.edu/organization/pesclub,Power and Energy Society,"Power and Energy Society works to build Cal Poly students' knowledge of the Electric Power industry through opportunities to interact with industrial professionals, industry tours, information sessions, and technical talks."
https://now.calpoly.edu/organization/pre-optometry,Pre-Optometry Club,The Pre-Optometry Club is for anyone interested in learning more about a career in optometry or who wants to learn how to prepare for optometry school.
https://now.calpoly.edu/organization/pridecommunity,Pride Center (LGBTQIA2S),"Empowering people of all sexual orientations, gender identities, and expressions; programming focuses on intersectional community, self-exploration, radical healing, and centering the QTPOC experience. Register for events in our profile."
https://now.calpoly.edu/organization/projectsunshine,Project Sunshine,"Community service club in which trained student volunteers can interact with pediatric patients to provide fun, engaging, and educational activities. We are a college chapter that is part of a larger nationally and internationally recognized organization"
https://now.calpoly.edu/organization/pt-ot,Physical Therapy and Occupational Therapy Club,"Cal Poly's Physical Therapy and Occupational Therapy Club strives to create a social network between students, faculty, alumni, and professionals."
https://now.calpoly.edu/organization/cpphc,Public Health Club,"CPPH Club promotes wellness among our peers and local community, promotes protective health behaviors, connects students with local public health efforts, and shares information on careers and graduate school programs."
https://now.calpoly.edu/organization/cppuente,PUENTE @ Cal Poly,"Puente @ Cal Poly is a community where Puente students and other Cal Poly students can feel connected through leadership, culture and community service opportunities, in order to cross the bridge to success!"
https://now.calpoly.edu/organization/pulse,PULSE,"Peers Understanding, Listening, Supporting, Educating (PULSE) is a nationally awarded Peer Health Education program that supports the health and well-being of all Cal Poly students."
https://now.calpoly.edu/organization/quac,Quantitative Analysis Concentration Club,"This club was formed to help students better understand the Orfalea College of Business' Quantitative Analysis concentration, as it seems that many undergraduate students are unsure of what the program offers and entails."
https://now.calpoly.edu/organization/quantum-computing-club,Quantum Computing Club,"To create a club dedicated to learning, innovating, and increasing Cal Poly’s involvement with the rapidly developing area of quantum computing. We want to help prepare students for a future quantum computing position in higher education or industry."
https://now.calpoly.edu/organization/rfc,Real Food Collaborative,"We are a student group focused on advocating for and creating community around real, local, sustainable, seasonal, ethical, equitably sourced food for all."
https://now.calpoly.edu/organization/rfislo,Regeneration Field Institute in San Luis Obispo,RFI in SLO is an educational and immerse student organization dedicated to redefining the way we design structures and contribute to the environment. We study bamboo construction and opportunities abroad for hands-on experience working with the material.
https://now.calpoly.edu/organization/rho-phi-lambda,Rho Phi Lambda,"A professional Recreation, Parks, and Leisure National Honorary Society that aspires to recognize, promote & encourage students of high moral character and unselfish devotion to the study, research & application of knowledge."
https://now.calpoly.edu/organization/roller-hockey,Roller Hockey,The Roller Hockey Club is made up of multiple competitive teams that compete in the WCRHL. The club offers participation to players of all skill levels. Come join and try out for our inline hockey team.
https://now.calpoly.edu/organization/rsa,Russian Speaking Association,"A club that fosters a welcoming and inclusive community for all Russian-speaking individuals on the Cal Poly campus by focusing on culture and language-based activities such as language conversation tables, movie nights, and cookouts."
https://now.calpoly.edu/organization/safer,Safer,"Safer is Cal Poly’s primary confidential resource for addressing sexual assault, intimate partner violence, domestic violence, stalking, sexual exploitation and harassment."
https://now.calpoly.edu/organization/sailing,Sailing Team,The Cal Poly Sailing Team is a competitive Club Sport team at Cal Poly. The team competes in regattas sanctioned by the Inter-Collegiate Sailing Association of North America.
https://now.calpoly.edu/organization/sec,Sales Engineering Club,Cal Poly SEC serves to increase student awareness and interest of sales engineering as a rewarding career path.
https://now.calpoly.edu/organization/sgi_usa,SGI-USA Buddhism,"We represent SGI-USA, a Buddhist organization based on Mahayana scripture and on the Lotus Sutra in particular. We will be discussing Buddhism in America, and in the context of our daily lives."
https://now.calpoly.edu/organization/shpe,SHPE,"The Society of Hispanic Professional Engineers (SHPE) recruits, retains and graduates the next generation of Hispanic engineers."
https://now.calpoly.edu/organization/sigma-alpha,Sigma Alpha,"A professional agricultural sorority, cultivating women in their professional, social, scholarship and leadership goals."
https://now.calpoly.edu/organization/sigma-kappa,SIGMA KAPPA SORORITY Epsilon Omega,"Sigma Kappa encourages an atmosphere which will foster high ideals of friendship among college women, promote their educational and cultural interests, and develop in them high qualities of character."
https://now.calpoly.edu/organization/sigma-nu,Sigma Nu Kappa Pi Chapter,"A fraternity dedicated to professionalism, and philanthropic activities both on and off campus. We live by our motto love, truth & honor and make sure all of our members uphold these values in their everyday lives."
https://now.calpoly.edu/organization/aepi,Sigma Omega Chapter of Alpha Epsilon Pi,"Alpha Epsilon Pi is the Jewish fraternity on campus. We provide a unique brotherhood that creates a safe environment for Jewish men looking to make deep relationships, participate in charity, and grow as an individual."
https://now.calpoly.edu/organization/son,Sigma Omega Nu,"Sigma Omega Nu is a Latina Interest sorority that promotes the objectives of Academics, Cultura, and Sisterhood. The sorority provides a home away from home and a support system to help its members get through college."
https://now.calpoly.edu/organization/sigmaphidelta,Sigma Phi Delta,The premier international fraternity of engineers.
https://now.calpoly.edu/organization/sigep,Sigma Phi Epsilon California Tau,"SigEp is redefining fraternity on college campuses across the country. We complement a man’s education by delivering a premier student experience in one of the most formative times of his life. Through SigEp, men strengthen their character, build leaders"
https://now.calpoly.edu/organization/sigmapisigma,Sigma Pi Sigma,The Cal Poly SLO Chapter of The National Physics Honor Society Sigma Pi Sigma.
https://now.calpoly.edu/organization/ssa,Sikh Student Association,"A club to unite Sikh/Punjabi students at Cal Poly. The focus of this club will be to uphold the pillars of Sikhi through volunteerism, meditation, and honest living. This club will also coordinate culturally and religiously relevant activities."
https://now.calpoly.edu/organization/slo-breakers,SLO Breakers,"SLO Breakers promotes a community based on hip hop culture. The club's main focus is to provide a creative, inclusive, and inspiring atmosphere for people who are interested in one of the five elements of hip hop, breaking."
https://now.calpoly.edu/organization/slocccalpolyclub,SLO Climate Coalition Cal Poly Club,The SLO Climate Coalition Cal Poly Club aims to foster an eco-conscious community at Cal Poly by promoting environmental awareness and sustainable practices. We empower students and staff to make informed choices that positively impact our community.
https://now.calpoly.edu/organization/slohacks,SLO Hacks,"SLO Hacks organizes events year-round dedicated towards building an inclusive hacker community and environment that empowers students with the necessary tools to dream, code, and build projects that contribute to social good."
https://now.calpoly.edu/organization/slo-smash,SLO Smash Community,"Club dedicated to the discussion, celebration, and tournaments for the Super Smash Bros game series"
https://now.calpoly.edu/organization/smileandnod,Smile and Nod,"We are Cal Poly's premier improv comedy team. We practice and perform both short-form improv (theater sports), and long-form improv. In the past, we have performed live in Phillips Hall for the first 7 weeks of the quarter."
https://now.calpoly.edu/organization/sampe,Society for the Advancement of Material & Process Engineering,"Research and Development with the use of Composite Materials. Common application and advisement for use of Carbon Fiber, Fiberglass, and green composite materials for other clubs."
https://now.calpoly.edu/organization/saf,Society of American Foresters,"We are the Cal Poly student chapter of the Society of American Foresters, and we work to build relationships with industry professionals and our fellow students."
https://now.calpoly.edu/organization/sce,Society of Civil Engineers,"SCE is a club that promotes personal, professional, and educational development with social, professional, and academic events and opportunities. Home of the nationally-ranked Concrete Canoe and Steel Bridge Teams."
https://now.calpoly.edu/organization/senve,Society of Environmental Engineers,Professional organization that introduces students to industry professionals and possibilities after graduation.
https://now.calpoly.edu/organization/sme,Society of Manufacturing Engineers,Our mission is to connect students of all majors at Cal Poly through manufacturing and to provide a place on unity on campus.
https://now.calpoly.edu/organization/sps,Society of Physics Students of Cal Poly,We support and foster a community for all physics majors/minors at Cal Poly.
https://now.calpoly.edu/organization/swe,Society of Women Engineers,"SWE is a collegiate section of the international organization that works to promote gender equality in engineering through professional development, community outreach, and on-campus membership activities."
https://now.calpoly.edu/organization/sasa,South Asian Student Association,"To serve as a welcoming space centering the most marginalized within South Asia on the basis of race, ethnicity, region, caste, class, religion, gender, and sexuality focused on co-existence and solidarity within and beyond South Asia."
https://now.calpoly.edu/organization/clubdeespanol,Spanish Club,Hosting Spanish conversation hours and Hispanic cultural events since 1980. Instagram: @calpolyespanol
https://now.calpoly.edu/organization/sproutup,Sprout Up,"Sprout Up provides free, youth-led environmental education programs to 1st & 2nd grade classrooms in public schools throughout California and New York City."
https://now.calpoly.edu/organization/statclub,STAT Club,"This organization is a place for Cal Poly Statistics majors, minors, and enthusiasts to come together to network and learn about shared interests"
https://now.calpoly.edu/organization/seaoc,Structural Engineers Association of California Cal Poly Student Chapter,SEAOC serves as a professional club for students interested in the Architectural Engineering/Structural Engineering Field.
https://now.calpoly.edu/organization/safe,Student Association for Fire Ecology,SAFE is focused on fostering a community of individuals from any major who are interested in fire ecology. We provide networking opportunities to acquire and prepare for summer positions and post-graduate careers in fire.
https://now.calpoly.edu/organization/culture,Student Diversity and Belonging,"Student Diversity and Belonging is a collective of campus resource centers that support and empower students experiencing marginalization, through intersectional advocacy and cultural connections to build a more just and equitable Cal Poly community."
https://now.calpoly.edu/organization/sfij,Students for Immigration Justice,"This organization was formed due to immense student interest in affairs related to Immigration Activism. Our aim is to provide members with resources, information, and an engaged community around the subject: centered upon outreach."
https://now.calpoly.edu/organization/cpsjp,Students for Justice in Palestine,"Providing a safe space for students of all backgrounds to freely voice their opinions and feelings in support of Palestine. We plan to strengthen awareness for the liberation of the Palestinian people, by promoting educational events."
https://now.calpoly.edu/organization/studentsforlife,Students for Life at Cal Poly,This is a pro-life club that promotes the culture and importance of life on campus. We also want to be a place to go if a female student happens to become pregnant and is in need of resources.
https://now.calpoly.edu/organization/studentswithdependents,Students with Dependents (DOS),A program of the Dean of Students to support Cal Poly Students with Dependents.
https://now.calpoly.edu/organization/studentsstage,Students' Stage,We’re Cal Poly’s only theatre club on campus! Students’ Stage has been a platform for students and theatre-lovers to collaborate and have fun doing theatre. Our doors are open to theatre practitioners of all backgrounds and every level.
https://now.calpoly.edu/organization/sac,Studio Art Club,We are an all inclusive club that houses a variety of majors. We welcome anyone in the Art & Design department and anyone else interested in expanding their knowledge or getting more involved in the arts on & off campus.
https://now.calpoly.edu/organization/cpsustainablefashion,Sustainable Fashion Club,"This club will be used to inform students of the benefits of sustainable fashion practices, celebrate creativity, and create space for students of all intersecting identities. Our three main goals are education, artistry, and community."
https://now.calpoly.edu/organization/soc,Systems Optimization Club,The Systems Optimization Club strives to develop students professionally and socially through engineering-related projects and networking opportunities.
https://now.calpoly.edu/organization/taiwaneseculturalorganization,Taiwanese American Student Association,TCO (Taiwanese Cultural Organization) is a student-run organization that focuses on promoting Taiwanese culture and Asian American inclusion on campus!
https://now.calpoly.edu/organization/take-it-slo,Take it SLO,"Take It SLO is an all gender a cappella group made up of students from various years and a broad range of majors! We rehearse and perform around campus and San Luis Obispo, and we recently released a new single! Check out our Instagram @takeitslo !"
https://now.calpoly.edu/organization/tbp,Tau Beta Pi,Tau Beta Pi is the National Engineering Honor Society. Tau Beta Pi seeks to recognize and serve those that have excelled in their area of study as well as demonstrated exemplary character in their education and profession.
https://now.calpoly.edu/organization/tvsa,Thai Vietnamese Student Association,The Thai-Vietnamese Student Association is a socio-cultural club that aims to promote Thai and Vietnamese culture and build a strong community through various events and activities.
https://now.calpoly.edu/organization/ttk,That's the Key,That's the Key is an a cappella group on campus that sings songs within various genres of music.
https://now.calpoly.edu/organization/beta,"The Cal Poly chapter, the Epsilon Delta of Beta Theta Pi","We are a Fraternity on campus, Beta Theta Pi. Our mission is to develop Men of Principle for a Principled Life, which we achieve through our core values of Mutual Assistances, Integrity, Trust, Responsibility, and Intellectual Growth."
https://now.calpoly.edu/organization/calpolypad,The Cal Poly Pre-Law Chapter,"Phi Alpha Delta is a professional, co-ed, pre-law fraternity for aspiring law students who want to gain more knowledge about professionalism, brotherhood, and philanthropy as it relates to the law and to lawyers."
https://now.calpoly.edu/organization/triathlon,The Cal Poly Triathlon Team,"The Cal Poly Triathlon Team is one of the largest club sports on campus, appealing to any level of athlete. Whether you consider yourself a veteran swim-bike-runner or are just joining to complete your first triathlon, we welcome you to our family!"
https://now.calpoly.edu/organization/thecac,The Creative Anatomy Club,"The Creative Anatomy Club focuses on the intersection of anatomical science, human health and the arts, providing a space for individuals to celebrate their physical differences while engaging in creative and educational activities and events."
https://now.calpoly.edu/organization/calpolygardenclub,The Garden Club,"We are an inclusive group of diverse, forward-thinking students with varying experience and knowledge practicing sustainable and regenerative agriculture at the Student Experimental Farm on campus."
https://now.calpoly.edu/organization/theheard,The Heard at Cal Poly,"Many voices, one herd."
https://now.calpoly.edu/organization/sla,The Honor Society of Sigma Lambda Alpha,"Cal Poly San Luis Obispo chapter of Sigma Lambda Alpha, an academic honor society for landscape architecture students excelling in their academic success after completion of 50% of coursework."
https://now.calpoly.edu/organization/lssa,The Liberal Studies Student Association,The LSSA acts as a diverse representation of students within the Liberal Studies department who work closely with the department faculty to voice student opinions and build a stronger Liberal Studies community.
https://now.calpoly.edu/organization/majesties,The Majesties,The Majesties is a dance club centered around aesthetics of opulence and Black diasporic dance traditions. We are dedicated to community partner collaboration and are an interest-based dance club open to fostering a multi-level of dance experience.
https://now.calpoly.edu/organization/thenightcapslo,The Nightcap,"The Nightcap is Cal Poly's only sketch comedy club! We create videos and live performances over the course of the term, and then showcase them in one big show that is open to the entire campus."
https://now.calpoly.edu/organization/kappasigmaslo,The Nu-Alpha chapter of Kappa Sigma,"Kappa Sigma is one of the largest collegiate fraternities in North America, exemplified by our 17,000 undergraduate members and 305 chapters. This Nu-Alpha Chapter at Cal Poly was established in 2014 with a goal of creating better gentlemen and leaders."
https://now.calpoly.edu/organization/writerscollective,The Writers' Collective,The Writers' Collective is a creative writing club that supports writers of all kinds. We have weekly workshops and give constructive feedback for each person who wishes to receive it. All experience levels and genres are welcome!
https://now.calpoly.edu/organization/delta-gamma,Theta Alpha chapter of Delta Gamma Fraternity,"Our primary purpose is to foster high ideals of friendship, promote educaional & cultural interests, and develop the finest qualities of character"
https://now.calpoly.edu/organization/theta-tau,Theta Tau,"Theta Tau is a professional co-ed engineering fraternity, and our group believes this is a much-needed organization on campus. We aspire to create an environment in which a diverse group of engineering students can establish lasting bonds with peers."
https://now.calpoly.edu/organization/thriftcalpoly,Thrift Cal Poly Club,"Thrift Cal Poly is a organization that provides a supportive, inclusive and close-knit community for sustainable innovators, crafters, thrifters, and more. We’re aiming to grow a new generation of climate conscious entrepreneurs that want to save Earth."
https://now.calpoly.edu/organization/tractorpull,Tractor Pull Club,"The Cal Poly Tractor Pull Club is home to our infamous pull tractors, Mustang Legacy and Poly Thunder. Students have the opportunity to travel, perform maintenance on both Legacy and Thunder, and work together to put on our annual Poly Royal Tractor Pull"
https://now.calpoly.edu/organization/tqsu,Transgender & Queer Student Union,"Through activism and community building, TQSU aims to create spaces for the betterment of LGBTQ+ life at Cal Poly."
https://now.calpoly.edu/organization/trioachievers,TRIO Achievers,"TRIO Achievers program, also known as Student Support Services (SSS), is funded by a grant from the U.S. Department of Education and has been a part of Cal Poly services to students since 1984."
https://now.calpoly.edu/organization/tpusa,Turning Point USA at Cal Poly,"TPUSA is a 501(c)3 non-profit organization whose mission is to identify, educate, train, and organize students to promote freedom."
https://now.calpoly.edu/organization/ula,Undergraduate Law Association,Cal Poly Undergraduate Law Association provides resources and information about law school and careers in the legal field.
https://now.calpoly.edu/organization/um,United Movement,United Movement is a non-audition dance club that fosters an inclusive and safe environment where people of all backgrounds and dance experiences are welcome to grow together as dancers and individuals.
https://now.calpoly.edu/organization/uxfestslo,UX Fest SLO,"UX Fest SLO is a community for people interested in UX design, with workshops, social events, and a two-weekend Designathon. Participants learn, create prototypes, and compete to solve real-world problems while building their portfolios."
https://now.calpoly.edu/organization/veritas,Veritas Forum at Cal Poly,"The Veritas Forum helps students and faculty ask life's hardest questions. Many of the world's leading universities were founded to answer the big ""why"" questions. Our mission is to help them confront these questions anew."
https://now.calpoly.edu/organization/vet-science,Veterinary Science Club,"Organization of pre-veterinary students that meet to discuss paths to vet school and what they require, as well as gain awareness of skills needed and current issues in the veterinary field."
https://now.calpoly.edu/organization/weekofwelcome,Week of Welcome,Hosted by New Student & Transition Programs
https://now.calpoly.edu/organization/withus,With Us,"WITH US is housed within the Cal Poly Student Affairs and is led by a team of experienced researchers, prevention practitioners, and student affairs leaders. Learn more at www.withus.org."
https://now.calpoly.edu/organization/women_empowered,Women Empowered,Women Empowered exists to be a welcoming space of discussion for folks who are passionate about feminist issues with an educational and social focus.
https://now.calpoly.edu/organization/cpwic,Women in Construction,"Recognizing and empowering all students in the construction industry through change, collaboration, and leadership development by leveraging connections."
https://now.calpoly.edu/organization/wif,Women in Finance,"Illustrate the range of opportunities for females interested in the finance industry, promoting development, empowerment, and leadership for the success of women in finance."
https://now.calpoly.edu/organization/women-in-law,Women in Law,"Together, as a group of dedicated women, we are eager to learn about the legal profession. WIL offers support to help women prepare for the legal profession. We provide an educational environment and a network of support for the women of Cal Poly."
https://now.calpoly.edu/organization/wip,Women in Physics,"Our goal is to provide support for female physics majors. Social events, professional development, conference attendance, and research opportunities are promoted by the club for the benefit of all physics majors, regardless of gender."
https://now.calpoly.edu/organization/wish,Women Involved in Software and Hardware,"WISH is a community of women, non-binary folks, & allies in computing majors (EE/CPE/CSC/SE/LAES) that promote the recruitment and retention of women in tech. Our club provides mentorship, technical, networking, and social opportunities for our members!"
https://now.calpoly.edu/organization/womens-club-basketball,Women's Club Basketball,Women's Club Basketball is a team made up of a diverse group of individuals with previous basketball experience. We provide the special opportunity for women to participate in a competitive and organized sport at the college level. Go Mustangs!
https://now.calpoly.edu/organization/backcountrysquatters,Women's Outdoor Adventure Club: Backcountry Squatters,"Backcountry Squatters is committed to fostering participation, leadership, and inclusivity among women and gender-queer folks within the outdoor industry and community."
https://now.calpoly.edu/organization/futbol-club,Women's Soccer,Women's Club Soccer is a group of highly dedicated students athletes who aim to play soccer at a competitive level while representing Cal Poly in a positive light.
https://now.calpoly.edu/organization/slomotion,Women's Ultimate Frisbee,The Women's Ultimate Frisbee team travels and competes in tournaments throughout California against other college club teams.
https://now.calpoly.edu/organization/wbvc,Womens Club Beach Volleyball,Women's Club Beach Volleyball is a competitive team that practices 2-3 times per week and participates in open tournaments as well as match ups with other college club teams.
https://now.calpoly.edu/organization/wxme,Women in Mechanical Engineering,Empowering and supporting womxn in mechanical engineering through community events and professional development.
https://now.calpoly.edu/organization/zphib,"Xi Xi Chapter of Zeta Phi Beta Sorority, Incorporated","The objectives of Zeta Phi Beta Sorority, Incorporated are fostering the ideals of service, charity, scholarship, civic and cultural endeavors, sisterhood, and finer womanhood."
https://now.calpoly.edu/organization/ydsa,Young Democratic Socialists of America at Cal Poly,The YDSA at Cal Poly is dedicated to a better world and a better SLO.
https://now.calpoly.edu/organization/younglife,YoungLife,YoungLife at Cal Poly
https://now.calpoly.edu/organization/zbtcalpoly,Zeta Beta Tau Fraternity Eta Mu Chapter,"Zeta Beta Tau is a fraternity associated with the Cal Poly InterFraternity Council. As a brotherhood, we inspire and equip men to lead an ethical life of growth, service, and leadership."
https://now.calpoly.edu/organization/ox,Zeta Phi Chapter of Theta Chi Fraternity,"Theta Chi, Zeta Phi is the nationally recognized chapter of Theta Chi Fraternity at Cal Poly, San Luis Obispo."
https://now.calpoly.edu/organization/zeac,Zoo and Exotic Animal Careers Club,The Zoo and Exotic Animal Careers Club (ZEAC) aims to help students find resources to increase the likelihood of getting a job in the field of zoos and aquariums.
https://now.calpoly.edu/organization/gammas,Gamma Zeta Alpha Fraternity Inc. - Omicron Chapter,"The Omicron Chapter of Gamma Zeta Alpha Fraternity, Inc. is a Latino interest fraternity that fosters an environment where brothers can succeed academically and professionally while uplifting underrepresented communities."
