,tablescraper-selected-row href,Club Name,Lemmatized Description
379,https://now.calpoly.edu/organization/sasa,South Asian Student Association, serve welcome space center marginalize within south asia basis race ethnicity region caste class religion gender sexuality focus co-existence solidarity within beyond south asia
380,https://now.calpoly.edu/organization/clubdeespanol,Spanish Club, host spanish conversation hour hispanic cultural event since instagram @ calpolyespanol
381,https://now.calpoly.edu/organization/sproutup,Sprout Up, sprout provide free youth-led environmental education program 1st & 2nd grade classroom public school throughout california new york city
382,https://now.calpoly.edu/organization/statclub,STAT Club, organization place cal poly statistic major minor enthusiast come together network learn share interest
383,https://now.calpoly.edu/organization/seaoc,Structural Engineers Association of California Cal Poly Student Chapter, seaoc serf professional club student interested architectural engineering/structural engineering field
384,https://now.calpoly.edu/organization/safe,Student Association for Fire Ecology, safe focus foster community individual major interested fire ecology provide networking opportunity acquire prepare summer position post-graduate career fire
385,https://now.calpoly.edu/organization/culture,Student Diversity and Belonging, student diversity belonging collective campus resource center support empower student experience marginalization intersect advocacy cultural connection build equitable cal poly community
386,https://now.calpoly.edu/organization/sfij,Students for Immigration Justice, organization form due immense student interest affair related immigration activism aim provide member resource information engage community around subject center upon outreach
387,https://now.calpoly.edu/organization/cpsjp,Students for Justice in Palestine, provide safe space student background freely voice opinion feeling support palestine plan strengthen awareness liberation palestinian people promote educational event
388,https://now.calpoly.edu/organization/studentsforlife,Students for Life at Cal Poly, pro-life club promotes culture importance life campus also want place go female student happens become pregnant need resource
389,https://now.calpoly.edu/organization/studentswithdependents,Students with Dependents (DOS), program dean student support cal poly student dependent
390,https://now.calpoly.edu/organization/studentsstage,Students' Stage, cal poly theatre club campus student stage platform student theatre-lovers collaborate fun theatre door open theatre practitioner background every level
391,https://now.calpoly.edu/organization/sac,Studio Art Club, inclusive club house variety major welcome anyone art & design department anyone els interested expand knowledge get involve art & campus
392,https://now.calpoly.edu/organization/cpsustainablefashion,Sustainable Fashion Club, club use inform student benefit sustainable fashion practice celebrate creativity create space student intersect identity three main goal education artistry community
393,https://now.calpoly.edu/organization/soc,Systems Optimization Club, system optimization club strives develop student professionally socially engineering-related project networking opportunity
394,https://now.calpoly.edu/organization/taiwaneseculturalorganization,Taiwanese American Student Association, tco taiwanese cultural organization student-run organization focus promote taiwanese culture asian american inclusion campus
395,https://now.calpoly.edu/organization/take-it-slo,Take it SLO, take slo gender cappella group make student various year broad range major rehearse perform around campus san luis obispo recently release new single check instagram @ takeitslo
396,https://now.calpoly.edu/organization/tbp,Tau Beta Pi, tau beta pi national engineering honor society tau beta pi seek recognize serve excel area study well demonstrate exemplary character education profession
397,https://now.calpoly.edu/organization/tvsa,Thai Vietnamese Student Association, thai-vietnamese student association socio-cultural club aim promote thai vietnamese culture build strong community various event activity
398,https://now.calpoly.edu/organization/ttk,That's the Key, 's key cappella group campus sings song within various genre music
399,https://now.calpoly.edu/organization/beta,"The Cal Poly chapter, the Epsilon Delta of Beta Theta Pi", fraternity campus beta theta pi mission develop men principle principled life achieve core value mutual assistance integrity trust responsibility intellectual growth
400,https://now.calpoly.edu/organization/calpolypad,The Cal Poly Pre-Law Chapter, phi alpha delta professional co-ed pre-law fraternity aspire law student want gain knowledge professionalism brotherhood philanthropy relates law lawyer
401,https://now.calpoly.edu/organization/triathlon,The Cal Poly Triathlon Team, cal poly triathlon team one large club sport campus appeal level athlete whether consider veteran swim-bike-runner join complete first triathlon welcome family
402,https://now.calpoly.edu/organization/thecac,The Creative Anatomy Club, creative anatomy club focus intersection anatomical science human health art provide space individual celebrate physical difference engage creative educational activity event
403,https://now.calpoly.edu/organization/calpolygardenclub,The Garden Club, inclusive group diverse forward-thinking student vary experience knowledge practice sustainable regenerative agriculture student experimental farm campus
404,https://now.calpoly.edu/organization/theheard,The Heard at Cal Poly, many voice one herd
405,https://now.calpoly.edu/organization/sla,The Honor Society of Sigma Lambda Alpha, cal poly san luis obispo chapter sigma lambda alpha academic honor society landscape architecture student excel academic success completion % coursework
406,https://now.calpoly.edu/organization/lssa,The Liberal Studies Student Association, lssa act diverse representation student within liberal study department work closely department faculty voice student opinion build strong liberal study community
407,https://now.calpoly.edu/organization/majesties,The Majesties, majesty dance club center around aesthetic opulence black diasporic dance tradition dedicate community partner collaboration interest-based dance club open foster multi-level dance experience
408,https://now.calpoly.edu/organization/thenightcapslo,The Nightcap, nightcap cal poly 's sketch comedy club create video live performance course term showcase one big show open entire campus
409,https://now.calpoly.edu/organization/kappasigmaslo,The Nu-Alpha chapter of Kappa Sigma," kappa sigma one large collegiate fraternity north america exemplify 17,000 undergraduate member chapter nu-alpha chapter cal poly establish goal create well gentleman leader"
410,https://now.calpoly.edu/organization/writerscollective,The Writers' Collective, writer collective creative write club support writer kind weekly workshop give constructive feedback person wish receive experience level genre welcome
411,https://now.calpoly.edu/organization/delta-gamma,Theta Alpha chapter of Delta Gamma Fraternity, primary purpose foster high ideal friendship promote educaional & cultural interest develop fine quality character
412,https://now.calpoly.edu/organization/theta-tau,Theta Tau, theta tau professional co-ed engineering fraternity group believe much-needed organization campus aspire create environment diverse group engineering student establish last bond peer
413,https://now.calpoly.edu/organization/thriftcalpoly,Thrift Cal Poly Club, thrift cal poly organization provide supportive inclusive close-knit community sustainable innovator crafter thrifters aim grow new generation climate conscious entrepreneur want save earth
414,https://now.calpoly.edu/organization/tractorpull,Tractor Pull Club, cal poly tractor pull club home infamous pull tractor mustang legacy poly thunder student opportunity travel perform maintenance legacy thunder work together put annual poly royal tractor pull
415,https://now.calpoly.edu/organization/tqsu,Transgender & Queer Student Union, activism community building tqsu aim create space betterment lgbtq+ life cal poly
416,https://now.calpoly.edu/organization/trioachievers,TRIO Achievers, trio achiever program also know student support service ss fund grant u.s department education part cal poly service student since
417,https://now.calpoly.edu/organization/tpusa,Turning Point USA at Cal Poly, tpusa c non-profit organization whose mission identify educate train organize student promote freedom
418,https://now.calpoly.edu/organization/ula,Undergraduate Law Association, cal poly undergraduate law association provide resource information law school career legal field
419,https://now.calpoly.edu/organization/um,United Movement, united movement non-audition dance club foster inclusive safe environment people background dance experience welcome grow together dancer individual
420,https://now.calpoly.edu/organization/uxfestslo,UX Fest SLO, ux fest slo community people interested ux design workshop social event two-weekend designathon participant learn create prototype compete solve real-world problem building portfolio
421,https://now.calpoly.edu/organization/veritas,Veritas Forum at Cal Poly, veritas forum help student faculty ask life 's hardest question many world 's lead university found answer big `` '' question mission help confront question anew
422,https://now.calpoly.edu/organization/vet-science,Veterinary Science Club, organization pre-veterinary student meet discus path vet school require well gain awareness skill need current issue veterinary field
423,https://now.calpoly.edu/organization/weekofwelcome,Week of Welcome, host new student & transition program
424,https://now.calpoly.edu/organization/withus,With Us, u house within cal poly student affair lead team experienced researcher prevention practitioner student affair leader learn www.withus.org
425,https://now.calpoly.edu/organization/women_empowered,Women Empowered, woman empower exists welcome space discussion folk passionate feminist issue educational social focus
426,https://now.calpoly.edu/organization/cpwic,Women in Construction, recognize empower student construction industry change collaboration leadership development leverage connection
427,https://now.calpoly.edu/organization/wif,Women in Finance, illustrate range opportunity female interested finance industry promote development empowerment leadership success woman finance
428,https://now.calpoly.edu/organization/women-in-law,Women in Law, together group dedicate woman eager learn legal profession wil offer support help woman prepare legal profession provide educational environment network support woman cal poly
429,https://now.calpoly.edu/organization/wip,Women in Physics, goal provide support female physic major social event professional development conference attendance research opportunity promote club benefit physic major regardless gender
430,https://now.calpoly.edu/organization/wish,Women Involved in Software and Hardware, wish community woman non-binary folk & ally compute major ee/cpe/csc/se/laes promote recruitment retention woman tech club provide mentorship technical networking social opportunity member
431,https://now.calpoly.edu/organization/womens-club-basketball,Women's Club Basketball, woman 's club basketball team make diverse group individual previous basketball experience provide special opportunity woman participate competitive organize sport college level go mustang
432,https://now.calpoly.edu/organization/backcountrysquatters,Women's Outdoor Adventure Club: Backcountry Squatters, backcountry squatter commit foster participation leadership inclusivity among woman gender-queer folk within outdoor industry community
433,https://now.calpoly.edu/organization/futbol-club,Women's Soccer, woman 's club soccer group highly dedicate student athlete aim play soccer competitive level represent cal poly positive light
434,https://now.calpoly.edu/organization/slomotion,Women's Ultimate Frisbee, woman 's ultimate frisbee team travel competes tournament throughout california college club team
435,https://now.calpoly.edu/organization/wbvc,Womens Club Beach Volleyball, woman 's club beach volleyball competitive team practice 2-3 time per week participates open tournament well match ups college club team
436,https://now.calpoly.edu/organization/wxme,Women in Mechanical Engineering, empower support womxn mechanical engineering community event professional development
437,https://now.calpoly.edu/organization/zphib,"Xi Xi Chapter of Zeta Phi Beta Sorority, Incorporated", objective zeta phi beta sorority incorporate foster ideal service charity scholarship civic cultural endeavor sisterhood finer womanhood
438,https://now.calpoly.edu/organization/ydsa,Young Democratic Socialists of America at Cal Poly, ydsa cal poly dedicate well world well slo
439,https://now.calpoly.edu/organization/younglife,YoungLife, younglife cal poly
440,https://now.calpoly.edu/organization/zbtcalpoly,Zeta Beta Tau Fraternity Eta Mu Chapter, zeta beta tau fraternity associate cal poly interfraternity council brotherhood inspire equip men lead ethical life growth service leadership
441,https://now.calpoly.edu/organization/ox,Zeta Phi Chapter of Theta Chi Fraternity, theta chi zeta phi nationally recognize chapter theta chi fraternity cal poly san luis obispo
442,https://now.calpoly.edu/organization/zeac,Zoo and Exotic Animal Careers Club, zoo exotic animal career club zeac aim help student find resource increase likelihood get job field zoo aquarium
443,https://now.calpoly.edu/organization/gammas,Gamma Zeta Alpha Fraternity Inc. - Omicron Chapter, omicron chapter gamma zeta alpha fraternity inc latino interest fraternity foster environment brother succeed academically professionally uplift underrepresented community
